date,open,high,low,close
2016-12-23,1.044,1.0468,1.043,1.0438
2016-12-26,1.0456,1.047,1.0446,1.0455
2016-12-27,1.0456,1.0461,1.0435,1.0457
2016-12-28,1.0462,1.0482,1.0387,1.0462
2016-12-29,1.0418,1.0491,1.0418,1.0417
2016-12-30,1.0569,1.0591,1.051,1.0575
2017-01-02,1.0531,1.0541,1.0466,1.0527
2017-01-03,1.0459,1.0492,1.0348,1.046
2017-01-04,1.0418,1.0479,1.0391,1.042
2017-01-05,1.0499,1.0609,1.0487,1.0501
2017-01-06,1.0606,1.0609,1.054,1.0606
2017-01-09,1.0534,1.0561,1.0513,1.0532
2017-01-10,1.0588,1.0626,1.0562,1.0589
2017-01-11,1.0554,1.0567,1.0457,1.0552
2017-01-12,1.0597,1.0686,1.0575,1.0598
2017-01-13,1.0618,1.0668,1.06,1.0617
2017-01-16,1.0627,1.0633,1.0581,1.0629
2017-01-17,1.0604,1.0718,1.0601,1.0603
2017-01-18,1.0698,1.0715,1.066,1.0697
2017-01-19,1.0629,1.0677,1.059,1.0628
2017-01-20,1.0661,1.0695,1.0627,1.066
2017-01-23,1.0711,1.0756,1.0708,1.0714
2017-01-24,1.0758,1.0773,1.0728,1.0761
2017-01-25,1.0728,1.0769,1.0712,1.0729
2017-01-26,1.0755,1.0767,1.0671,1.0752
2017-01-27,1.0683,1.0725,1.0661,1.0683
2017-01-30,1.0719,1.074,1.0621,1.0714
2017-01-31,1.0707,1.081,1.0686,1.0709
2017-02-01,1.0803,1.0808,1.0739,1.0804
2017-02-02,1.0768,1.0827,1.0768,1.0767
2017-02-03,1.0763,1.0797,1.0729,1.0762
2017-02-06,1.0783,1.0789,1.0707,1.0783
2017-02-07,1.0743,1.0743,1.0657,1.0743
2017-02-08,1.0679,1.0707,1.0642,1.0678
2017-02-09,1.0692,1.071,1.0657,1.0692
2017-02-10,1.0657,1.0669,1.061,1.0659
2017-02-13,1.0619,1.0658,1.0593,1.062
2017-02-14,1.0599,1.0633,1.0562,1.0598
2017-02-15,1.0579,1.0588,1.0522,1.0578
2017-02-16,1.0602,1.0675,1.0601,1.0607
2017-02-17,1.0667,1.0677,1.0626,1.0672
2017-02-20,1.0627,1.0632,1.0605,1.0627
2017-02-21,1.061,1.0613,1.0527,1.0609
2017-02-22,1.0542,1.0556,1.0497,1.0542
2017-02-23,1.0552,1.0595,1.0539,1.0554
2017-02-24,1.0585,1.0618,1.0566,1.0584
2017-02-27,1.0553,1.0615,1.0553,1.0553
2017-02-28,1.0583,1.0627,1.0577,1.0584
2017-03-01,1.0569,1.0588,1.0515,1.0569
2017-03-02,1.0536,1.0545,1.05,1.0536
2017-03-03,1.0509,1.0574,1.0504,1.051
2017-03-06,1.0619,1.0638,1.0578,1.062
2017-03-07,1.0581,1.0604,1.0561,1.0579
2017-03-08,1.0569,1.0575,1.0537,1.057
2017-03-09,1.0544,1.0614,1.0526,1.0547
2017-03-10,1.0581,1.0669,1.0581,1.0578
2017-03-13,1.0688,1.0716,1.0657,1.069
2017-03-14,1.0652,1.0662,1.0627,1.0651
2017-03-15,1.0612,1.0641,1.0611,1.0612
2017-03-16,1.0738,1.0746,1.0707,1.0738
2017-03-17,1.0771,1.0783,1.073,1.0775
2017-03-20,1.0742,1.0777,1.0742,1.0743
2017-03-21,1.0737,1.0819,1.0737,1.0738
2017-03-22,1.0811,1.0821,1.0777,1.0812
2017-03-23,1.079,1.0805,1.0771,1.079
2017-03-24,1.0784,1.0812,1.0762,1.0784
2017-03-26,1.0846,1.0905,1.0839,1.085
2017-03-27,1.0863,1.0874,1.0847,1.0861
2017-03-28,1.0817,1.0826,1.0741,1.0818
2017-03-29,1.076,1.0769,1.0722,1.076
2017-03-30,1.0688,1.0701,1.0672,1.0687
2017-04-02,1.0668,1.0684,1.0644,1.0669
2017-04-03,1.067,1.0675,1.0637,1.067
2017-04-04,1.068,1.0689,1.0654,1.068
2017-04-05,1.0673,1.0684,1.0632,1.0672
2017-04-06,1.0643,1.066,1.0612,1.0645
2017-04-09,1.0584,1.0608,1.057,1.0582
2017-04-10,1.0598,1.0629,1.0579,1.0598
2017-04-11,1.061,1.0624,1.0597,1.0611
2017-04-12,1.0672,1.0678,1.0612,1.0671
2017-04-13,1.0618,1.0632,1.0607,1.0616
2017-04-16,1.0611,1.067,1.061,1.0611
2017-04-17,1.0644,1.0709,1.0638,1.0645
2017-04-18,1.0728,1.0737,1.0702,1.0729
2017-04-19,1.0715,1.0778,1.0711,1.0715
2017-04-20,1.0713,1.0738,1.0687,1.0715
2017-04-23,1.0875,1.0878,1.0822,1.0874
2017-04-24,1.0868,1.0941,1.0852,1.0865
2017-04-25,1.0928,1.0951,1.0861,1.0928
