date,open,high,low,close
2020-09-24,39.6,40.37,39.12,40.31
2020-09-25,40.15,40.64,39.71,40.25
2020-09-28,40.07,40.8,39.78,40.6
2020-09-29,40.58,40.7,38.41,39.29
2020-09-30,39.16,40.37,38.68,40.22
2020-10-01,39.9,40.47,37.61,38.72
2020-10-02,38.6,38.65,36.63,37.05
2020-10-05,37.0,39.72,37.0,39.22
2020-10-06,39.35,40.86,39.1,40.67
2020-10-07,39.83,40.35,39.28,39.95
2020-10-08,39.99,41.33,39.76,41.19
2020-10-09,41.31,41.47,40.38,40.6
2020-10-12,40.4,40.45,39.04,39.43
2020-10-13,39.53,40.53,39.35,40.2
2020-10-14,40.19,41.16,39.82,41.04
2020-10-15,41.13,41.29,39.22,40.96
2020-10-16,40.88,41.05,40.08,40.88
2020-10-19,40.69,41.22,40.54,40.83
2020-10-20,40.65,41.7,40.25,41.46
2020-10-21,41.22,41.59,39.78,40.03
2020-10-22,40.04,41.02,39.71,40.64
2020-10-23,40.61,40.92,39.57,39.85
2020-10-26,39.69,39.74,38.28,38.56
2020-10-27,38.59,39.83,38.51,39.57
2020-10-28,38.97,39.01,36.97,37.39
2020-10-29,37.39,37.76,34.92,36.17
2020-10-30,36.07,36.6,35.21,35.79
2020-11-02,35.24,37.15,33.64,36.81
2020-11-03,37.03,38.32,36.57,37.66
2020-11-04,38.15,39.25,37.26,39.15
2020-11-05,39.17,39.35,38.27,38.79
2020-11-06,38.54,38.61,37.06,37.14
2020-11-09,37.34,41.33,37.16,40.29
2020-11-10,39.91,41.84,39.41,41.36
2020-11-11,41.79,43.06,41.32,41.45
2020-11-12,41.47,42.19,40.87,41.12
2020-11-13,40.94,40.94,40.06,40.13
2020-11-16,40.17,42.09,40.15,41.34
2020-11-17,41.44,41.69,40.57,41.43
2020-11-18,41.35,42.46,41.08,41.82
2020-11-19,41.61,41.98,41.08,41.74
2020-11-20,41.7,42.32,41.51,42.15
2020-11-23,42.46,43.36,42.29,43.06
2020-11-24,42.84,45.2,42.82,44.91
2020-11-25,44.82,46.26,44.73,45.71
2020-11-27,45.9,46.09,44.55,45.53
